PN	Section	Features	Grade	Params_preview
TPM1202	直流马达驱动	马达驱动 工业级	工业级	Part Number: TPM1202 | Status: Production | Rating: Industrial | VIN (V): 16~100 | Rdson (H+L) (Ω): 14.5 | Max Output Current (A): 0.2 | # of Half Bridges: 2 | Temperature Range (℃): -40 to +125 | Package: QFN4X4-16
TPM1525	功率级DrMOS	工业级 DrMOS	工业级	Part Number: TPM1525 | Status: Production | Rating: Industrial | VIN (V): 7~140 | Max Output Current (A): 1 | Temperature Range (℃): -40 to +125 | Current Limit (A): 20 | Trise (ns): 40 | tfall (ns): 40 | PWM Logic (V): 3.3 | Package: SOP8
TPM16050	直流马达驱动	马达驱动 工业级	工业级	Part Number: TPM16050 | Status: Production | Rating: Industrial | VIN (V): 3~17 | Rdson (H+L) (Ω): 0.85 | Max Output Current (A): 0.5 | # of Half Bridges: 2 | Temperature Range (℃): -40 to +125 | Package: SOT23-6
TPM2001	步进马达驱动	马达驱动 工业级	工业级	Part Number: TPM2001 | Status: Production | Rating: Industrial | VIN (V): 5~50 | Number of Channels: 4 | Max Output Current (A): 1 | Features: Parallel Input | Package: MSOP10
TPM2003	步进马达驱动	马达驱动 工业级	工业级	Part Number: TPM2003 | Status: Production | Rating: Industrial | VIN (V): 5~50 | Number of Channels: 7 | Max Output Current (A): 0.5 | Features: Parallel Input | Package: MSOP10,SOP16,SOP18,TSSOP16
TPM2003C	步进马达驱动	马达驱动 工业级	工业级	Part Number: TPM2003C | Status: Production | Rating: Industrial | VIN (V): 5~50 | Number of Channels: 7 | Max Output Current (A): 0.5 | Features: Parallel Input | Package: SOP16,TSSOP16
TPM2015Q	非隔离栅极驱动	非隔离栅极驱动 车规AEC-Q100	车规AEC-Q100	Part Number: TPM2015Q | Status: Production | Rating: Automotive | VIN (V): 4.75~5.25 | Number of Channels: 1 | Max Output Current (A): 7 | Input Range (V): 0~5 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 0.45/0.45 | Propagation Delay (ns): 2 | Delay Matching (ns): N/A | Pack
TPM2025	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM2025 | Status: Production | Rating: Industrial | VIN (V): 4.75~5.25 | Number of Channels: 2 | Max Output Current (A): 7 | Input Range (V): 0~5 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 0.45/0.45 | Propagation Delay (ns): 2 | Delay Matching (ns): 0.05 | Pack
TPM2025Q	非隔离栅极驱动	非隔离栅极驱动 车规AEC-Q100	车规AEC-Q100	Part Number: TPM2025Q | Status: Production | Rating: Automotive | VIN (V): 4.75~5.25 | Number of Channels: 2 | Max Output Current (A): 7 | Input Range (V): 0~5 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 0.45/0.45 | Propagation Delay (ns): 2 | Delay Matching (ns): 0.05 | Pac
TPM21330	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM21330 | Status: Pre-Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5000 | Number of Channels: 2 | Input: TTL/CMOS | Driver UVLO Threshold Typ (V): 6/8/12 | Peak Output Current (A): 5/5 | Features: Deadtime Control | Output Voltage Max (V): 3
TPM21520	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM21520 | Status: Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5700 | Number of Channels: 2 | Input: TTL/CMOS | Driver UVLO Threshold Typ (V): 12 | Peak Output Current (A): 4.2/7.8 | Features: Deadtime Control | Output Voltage Max (V): 30 | 
TPM21550	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM21550 | Status: Pre-Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5000 | Number of Channels: 2 | Input: TTL/CMOS | Driver UVLO Threshold Typ (V): 6/8/12 | Peak Output Current (A): 5/5 | Features: Deadtime Control | Output Voltage Max (V): 3
TPM23513	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM23513 | Status: Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5700 | Number of Channels: 1 | Input: Opto-coupler compatible | Driver UVLO Threshold Typ (V): 12.5 | Peak Output Current (A): 4.5/5 | Features: Opto-coupler compatible input | O
TPM23513B	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM23513B | Status: Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5700 | Number of Channels: 1 | Input: Opto-coupler compatible | Driver UVLO Threshold Typ (V): 8.95 | Peak Output Current (A): 4.5/5 | Features: Opto-coupler compatible input, 8
TPM23514	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM23514 | Status: Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5700 | Number of Channels: 1 | Input: Opto-coupler compatible, Miller Clamp | Driver UVLO Threshold Typ (V): 12.5 | Peak Output Current (A): 5/5 | Features: Opto-coupler compatib
TPM23525	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM23525 | Status: Pre-Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5000 | Number of Channels: 1 | Input: Opto-coupler compatible, Miller Clamp | Driver UVLO Threshold Typ (V): 6/8/12 | Peak Output Current (A): 5/5 | Features: Opto-coupler co
TPM27211	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27211 | Status: Production | Rating: Industrial | VIN (V): 120 | Number of Channels: 2 | Max Output Current (A): 3.5 | Input Range (V): 7 - 20 | Junction Temperature Range (℃): -40 to 150 | Rise/Fall Time (ns): 7/4.5 | Propagation Delay (ns): 20 | Delay Matching (ns): 2 | Package: DF
TPM27217	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27217 | Status: Production | Rating: Industrial | VIN (V): 4.5~23 | Number of Channels: 1 | Max Output Current (A): 2 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 8/9 | Propagation Delay (ns): 18 | Delay Matching (ns): N/A | Package: S
TPM27224	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27224 | Status: Production | Rating: Industrial | VIN (V): 4.5~23 | Number of Channels: 2 | Max Output Current (A): 2 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 8/9 | Propagation Delay (ns): 18 | Delay Matching (ns): 1 | Package: DFN
TPM27282	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27282 | Status: Production | Rating: Industrial | VIN (V): 120 | Number of Channels: 2 | Max Output Current (A): 3.5 | Input Range (V): 7 - 20 | Junction Temperature Range (℃): -40 to 150 | Rise/Fall Time (ns): 8.7/5.9 | Propagation Delay (ns): 27 | Delay Matching (ns): 2 | Package: 
TPM27517	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27517 | Status: Production | Rating: Industrial | VIN (V): 4.5~25 | Number of Channels: 1 | Max Output Current (A): 5 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 7/6 | Propagation Delay (ns): 14 | Delay Matching (ns): N/A | Package: S
TPM27523	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27523 | Status: Production | Rating: Industrial | VIN (V): 4.5~25 | Number of Channels: 2 | Max Output Current (A): 5 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 7/6 | Propagation Delay (ns): 14 | Delay Matching (ns): <1 | Package: EM
TPM27524	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27524 | Status: Production | Rating: Industrial | VIN (V): 4.5~25 | Number of Channels: 2 | Max Output Current (A): 5 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 7/6 | Propagation Delay (ns): 14 | Delay Matching (ns): <1 | Package: DF
TPM27524Q	非隔离栅极驱动	非隔离栅极驱动 车规AEC-Q100	车规AEC-Q100	Part Number: TPM27524Q | Status: Production | Rating: Automotive | VIN (V): 4.5~25 | Number of Channels: 2 | Max Output Current (A): 5 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 7/6 | Propagation Delay (ns): 14 | Delay Matching (ns): <1 | Package: D
TPM27525	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27525 | Status: Production | Rating: Industrial | VIN (V): 4.5~25 | Number of Channels: 2 | Max Output Current (A): 5 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 7/6 | Propagation Delay (ns): 14 | Delay Matching (ns): <1 | Package: SO
TPM27526	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27526 | Status: Production | Rating: Industrial | VIN (V): 4.5~25 | Number of Channels: 2 | Max Output Current (A): 5 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 7/6 | Propagation Delay (ns): 14 | Delay Matching (ns): <1 | Package: DF
TPM27533	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM27533 | Status: Production | Rating: Industrial | VIN (V): 10~40 | Number of Channels: 1 | Max Output Current (A): 5 | Input Range (V): -5~36 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 15/7 | Propagation Delay (ns): 20 | Delay Matching (ns): 1 | Package: SOT
TPM2803	步进马达驱动	马达驱动 工业级	工业级	Part Number: TPM2803 | Status: Production | Rating: Industrial | VIN (V): 5~50 | Number of Channels: 8 | Max Output Current (A): 0.5 | Features: Parallel Input | Package: SOP18
TPM44175	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM44175 | Status: Production | Rating: Industrial | VIN (V): 4.5~25 | Number of Channels: 1 | Max Output Current (A): 2.6 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 5/5 | Propagation Delay (ns): 15 | Delay Matching (ns): N/A | Package:
TPM44273	非隔离栅极驱动	非隔离栅极驱动 工业级	工业级	Part Number: TPM44273 | Status: Production | Rating: Industrial | VIN (V): 4.5~25 | Number of Channels: 1 | Max Output Current (A): 5 | Input Range (V): -5~20 | Junction Temperature Range (℃): -40 to +150 | Rise/Fall Time (ns): 7/6 | Propagation Delay (ns): 14 | Delay Matching (ns): N/A | Package: S
TPM5350MQ	隔离栅极驱动	车规AEC-Q100 隔离栅极驱动	车规AEC-Q100	Part Number: TPM5350MQ | Status: Production | Rating: Automotive | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5700 | Number of Channels: 1 | Input: TTL/CMOS | Driver UVLO Threshold Typ (V): 12.5 | Peak Output Current (A): 5/5 | Features: High CMTI, Miller Clamp | Output Voltage Max (V):
TPM5355	隔离栅极驱动	工业级 隔离栅极驱动	工业级	Part Number: TPM5355 | Status: Pre-Production | Rating: Industrial | Isolation Rating: Reinforced | Isolation Rating (Vrms): 5000 | Number of Channels: 1 | Input: TTL/CMOS | Driver UVLO Threshold Typ (V): 6/8/12 | Peak Output Current (A): 5/5 | Features: Miller Clamp | Output Voltage Max (V): 35 | O
TPM6501	隔离电源	隔离电源 工业级	工业级	Part Number: TPM6501 | Status: Production | Rating: Industrial | VIN (V): 2.5~25 | Max Output Current (A): 1 | Topology: Push-pull | Regulation: Open-loop | Switching Frequency (kHz): 420, 2200 | Temperature Range (℃): -40 to +125 | Package: SOT23-5
TPM6501Q	隔离电源	隔离电源 车规AEC-Q100	车规AEC-Q100	Part Number: TPM6501Q | Status: Production | Rating: Automotive | VIN (V): 2.5~25 | Max Output Current (A): 1 | Topology: Push-pull | Regulation: Open-loop | Switching Frequency (kHz): 420, 2200 | Temperature Range (℃): -40 to +125 | Package: SOT23-5
TPM6505	隔离电源	隔离电源 工业级	工业级	Part Number: TPM6505 | Status: Production | Rating: Industrial | VIN (V): 2.5~25 | Max Output Current (A): 1 | Topology: Push-pull | Regulation: Open-loop | Switching Frequency (kHz): 160, 420, 2200 | Temperature Range (℃): -40 to +125 | Package: SOT23-6
TPM6505Q	隔离电源	隔离电源 车规AEC-Q100	车规AEC-Q100	Part Number: TPM6505Q | Status: Production | Rating: Automotive | VIN (V): 2.5~25 | Max Output Current (A): 1 | Topology: Push-pull | Regulation: Open-loop | Switching Frequency (kHz): 160, 420, 2200 | Temperature Range (℃): -40 to +125 | Package: SOT23-6
TPM8803	步进马达驱动	马达驱动 工业级	工业级	Part Number: TPM8803 | Status: Production | Rating: Industrial | VIN (V): 5~48 | Number of Channels: 4 | Max Output Current (A): 3 | Features: Short Protection | Package: ETSSOP16,EVM
TPM8837C	直流马达驱动	马达驱动 工业级	工业级	Part Number: TPM8837C | Status: Production | Rating: Industrial | VIN (V): 2.5~17 | Rdson (H+L) (Ω): 0.85 | Max Output Current (A): 1 | # of Half Bridges: 2 | Temperature Range (℃): -40 to +125 | Package: DFN2X2-8,SOP8
TPM8837E	直流马达驱动	马达驱动 工业级	工业级	Part Number: TPM8837E | Status: Production | Rating: Industrial | VIN (V): 2.5~12 | Rdson (H+L) (Ω): 1 | Max Output Current (A): 1 | # of Half Bridges: 2 | Temperature Range (℃): -40 to +125 | Package: DFN2X2-8
TPM8860	步进马达驱动	马达驱动 工业级	工业级	Part Number: TPM8860 | Status: Production | Rating: Industrial | VIN (V): 5~48 | Number of Channels: 8 | Max Output Current (A): 1.5 | Features: Shift-Register Interface, Open-Load, Short Protection | Package: ETSSOP16,EVM,TSSOP16
TPM8866	步进马达驱动	马达驱动 工业级	工业级	Part Number: TPM8866 | Status: Production | Rating: Industrial | VIN (V): 5~48 | Number of Channels: 8 | Max Output Current (A): 1.5 | Features: Shift-Register Interface, Open-Load, Short Protection, Fault Mask, CRC | Package: ETSSOP24,EVM
TPP00031	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP00031 | Status: Production | Rating: Industrial | VIN (V): 4.5~100 | Output (V): 1.225~100 | Max Output Current (A): 0.3 | Control Mode: Constant On Time | Switching Frequency (kHz): 1000 | Features: FPWM | Temperature Range (℃): -40 to +125 | Package: DFN3X3-8,ESOP8
TPP00032	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP00032 | Status: Production | Rating: Industrial | VIN (V): 4.5~100 | Output (V): 1.225~100 | Max Output Current (A): 0.3 | Control Mode: Constant On Time | Switching Frequency (kHz): 1000 | Features: PFM | Temperature Range (℃): -40 to +125 | Package: DFN3X3-8,ESOP8
TPP00801	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP00801 | Status: Production | Rating: Industrial | VIN (V): 7~80 | Output (V): 0.8~80 | Max Output Current (A): / | Control Mode: Voltage Mode | Switching Frequency (kHz): 100-1000 | Features: External FET | Temperature Range (℃): -40 to +126 | Package: QFN4.5X3.5-20
TPP053010	低压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP053010 | Status: Production | Rating: Industrial | VIN (V): 2.5~5.5 | Output (V): 0.6~5.5 | Max Output Current (A): 3 | Control Mode: Constant Off Time | Switching Frequency (kHz): 2200 | Features: PSM | Temperature Range (℃): -40 to +125 | Package: SOT563
TPP053011	低压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP053011 | Status: Production | Rating: Industrial | VIN (V): 2.5~5.5 | Output (V): 0.6~5.5 | Max Output Current (A): 3 | Control Mode: Constant Off Time | Switching Frequency (kHz): 2200 | Features: FPWM | Temperature Range (℃): -40 to +125 | Package: SOT563
TPP053022	低压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP053022 | Status: Production | Rating: Industrial | VIN (V): 2.5~5.5 | Output (V): 0.6~5.5 | Max Output Current (A): 3 | Control Mode: Constant Off Time | Switching Frequency (kHz): 1100 | Features: PSM, Vout Sense | Temperature Range (℃): -40 to +125 | Package: SOT563
TPP056080	低压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP056080 | Status: Production | Rating: Industrial | VIN (V): 2.8~6 | Output (V): 0.6~6 | Max Output Current (A): 6 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 200-1600 | Features: Softstart | Temperature Range (℃): -40 to +125 | Package: QFN3X3-16
TPP15051	宽压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP15051 | Status: Production | Rating: Industrial | VIN (V): 16~170 | Output (V): 3.3~50 | Max Output Current (A): 0.8 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 100 | Features: PFM,High-Voltage Startup | Temperature Range (℃): -40 to +125 | Package: ESOP8
TPP2020	中压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP2020 | Status: Production | Rating: Industrial | VIN (V): 4.5~17 | Output (V): 0.8~17 | Max Output Current (A): 2 | Control Mode: Constant On-time | Switching Frequency (kHz): 500 | Features: / | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
TPP206080	中压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP206080 | Status: Production | Rating: Industrial | VIN (V): 4.5~17 | Output (V): 0.6~17 | Max Output Current (A): 6 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 200-1600 | Features: Softstart/Tracking | Temperature Range (℃): -40 to +125 | Package: QFN3.5X3.5-14
TPP206081	中压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP206081 | Status: Production | Rating: Industrial | VIN (V): 4.5~17 | Output (V): 0.8~17 | Max Output Current (A): 6 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 200-1600 | Features: Softstart/Tracking | Temperature Range (℃): -40 to +125 | Package: QFN3.5X3.5-14
TPP21206	中压降压变换器	降压 DCDC 工业级	工业级	Part Number: TPP21206 | Status: Production | Rating: Industrial | VIN (V): 2.7~16 | Output (V): 0.6~5.5 | Max Output Current (A): 12 | Control Mode: Constant On Time | Switching Frequency (kHz): 600, 800, 1000 | Features: Softstart/Tracking, Remote Sense | Temperature Range (℃): -40 to +125 | Packag
TPP302080	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP302080 | Status: Production | Rating: Industrial | VIN (V): 4.5~30 | Output (V): 0.6~30 | Max Output Current (A): 2 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 500 | Features: PSM | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
TPP302081	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP302081 | Status: Production | Rating: Industrial | VIN (V): 4.5~30 | Output (V): 0.6~30 | Max Output Current (A): 2 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 2200 | Features: PSM | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
TPP302082	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP302082 | Status: Production | Rating: Industrial | VIN (V): 4.5~30 | Output (V): 0.6~30 | Max Output Current (A): 2 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 500 | Features: FPWM | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
TPP302083	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP302083 | Status: Production | Rating: Industrial | VIN (V): 4.5~30 | Output (V): 0.6~30 | Max Output Current (A): 2 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 2200 | Features: FPWM | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
TPP303080	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP303080 | Status: Production | Rating: Industrial | VIN (V): 4.5~30 | Output (V): 0.6~30 | Max Output Current (A): 3 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 400 | Features: PSM | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
TPP361060	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP361060 | Status: Production | Rating: Industrial | VIN (V): 4.5~36 | Output (V): 0.6~36 | Max Output Current (A): 1 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 500 | Features: PSM | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
TPP361061	宽压降压变换器	DCDC 工业级 降压	工业级	Part Number: TPP361061 | Status: Production | Rating: Industrial | VIN (V): 4.5~36 | Output (V): 0.6~36 | Max Output Current (A): 1 | Control Mode: Peak Current Mode | Switching Frequency (kHz): 2200 | Features: PSM | Temperature Range (℃): -40 to +125 | Package: TSOT23-6
